Atom: 39
Frequency   X       Y       Z       IR      Raman
327.5747  0.01  -0.01  -0.00  23.7842  0.7582
333.9742  -0.00  0.00  0.00  4.5892  1.5413
339.4001  0.02  0.01  0.01  13.8071  2.6987
342.0810  -0.01  -0.01  -0.01  46.9471  2.5125
345.1928  0.00  -0.01  -0.00  26.2091  3.533
355.8556  0.03  -0.00  0.02  22.2637  2.9791
361.4784  -0.05  0.02  -0.01  11.3854  1.329
367.6542  0.03  -0.00  0.01  1.7879  4.2776
371.5828  0.03  -0.02  -0.00  49.9284  6.2741
377.2899  -0.01  0.00  -0.01  30.9981  0.933
386.8917  -0.02  -0.00  0.00  31.6086  7.4747
397.9909  -0.03  0.00  -0.02  86.6435  1.7011
410.1815  -0.00  0.00  0.00  11.1694  0.863
419.1479  0.00  -0.01  -0.00  95.7187  4.9561
424.0494  -0.00  -0.00  -0.00  51.1699  5.0673
454.1395  0.00  0.00  -0.00  102.5505  12.7464
470.5574  -0.01  0.01  -0.00  31.4  33.2861
477.4909  0.00  -0.00  0.00  58.4357  1.901
484.9561  0.03  -0.02  0.00  121.6311  9.0403
492.6857  0.00  -0.00  -0.00  19.1419  0.8968
501.9024  -0.00  0.01  0.00  24.8121  5.2634
506.6613  0.00  -0.00  -0.01  12.5216  13.451
518.5540  -0.01  0.02  0.01  76.9893  16.6437
526.0802  0.00  -0.01  -0.00  11.0684  25.5746
535.3295  0.02  -0.03  -0.01  109.7377  3.3568
543.0094  0.01  -0.02  -0.01  15.4095  3.3084
550.4863  -0.01  0.02  0.00  387.2589  1.5895
559.3633  0.00  -0.00  -0.00  115.5749  9.7872
564.5548  -0.00  0.01  0.00  24.9338  7.4255
569.5518  0.00  -0.00  -0.00  0.4876  3.4495
574.9651  -0.00  0.01  0.01  8.3345  18.3783
577.9857  -0.00  0.00  0.00  96.2915  2.9178
580.2429  -0.00  -0.00  -0.00  34.8009  0.9946
586.1692  0.00  -0.00  -0.00  54.468  7.677
590.6227  -0.00  0.00  -0.00  26.5789  2.9023
591.7675  -0.00  0.00  -0.00  8.1763  2.1557
592.9778  0.00  0.00  -0.00  80.6954  11.2959
598.0550  -0.00  -0.00  0.00  26.0802  26.5993
601.8617  0.00  0.00  0.00  22.0509  4.1799
614.4073  0.00  -0.01  0.00  163.6214  10.3681
627.3740  0.00  -0.00  -0.00  16.2401  2.0563
630.6113  0.00  -0.00  -0.00  37.2048  2.6509
634.4985  -0.00  0.00  -0.00  36.827  5.3671
639.2921  -0.00  0.00  -0.00  55.8587  16.0208
640.7546  0.00  -0.00  0.00  195.5275  43.009
648.0093  -0.00  0.00  -0.00  0.1324  1.9758
650.4010  0.00  -0.00  0.00  1.2816  13.5326
652.1230  0.00  -0.00  0.00  5.084  17.9992
655.1082  0.00  -0.00  0.00  46.2617  8.0849
656.3530  -0.00  -0.00  0.00  1.6773  1.1416
658.7859  -0.00  -0.00  -0.00  50.9564  14.9004
663.6496  -0.00  -0.00  -0.00  85.1084  102.6279
666.6867  0.00  0.00  0.00  3.4108  5.5854
666.8707  0.00  -0.00  -0.00  6.6708  25.1802
667.9243  -0.00  -0.01  -0.01  71.3168  68.1645
677.8916  -0.01  0.01  -0.00  54.1723  25.3337
697.7713  0.00  -0.00  0.00  5.744  1.3618
700.4802  -0.00  0.00  0.00  17.9971  1.4829
737.5803  -0.00  -0.00  0.00  16.6709  1.4235
748.9881  0.00  0.00  0.00  229.8335  4.5237
749.2874  0.00  0.00  -0.00  150.8095  15.6344

