Energy (eV)	Intensity
8996.31	     0
8996.32	     0
8996.32	2.87e-05
8996.32	     0
8996.36	     0
8996.36	     0
8996.36	     0
8996.36	     0
8996.36	0.179978
8996.36	     0
8996.45	     0
8996.45	     0
8996.45	     0
8996.45	     0
8996.45	2.87e-05
8996.45	     0
8996.58	     0
8996.58	     0
8996.58	     0
8996.58	     0
8996.58	8.61e-05
8996.58	     0
8996.7	     0
8996.7	     0
8996.7	     0
8996.7	     0
8996.7	     0
8996.7	     0
8996.71	     0
8996.71	3.49681
8996.71	     0
8996.71	     0
8996.71	3.50648
8996.71	     0
8997.24	     0
8997.24	     0
8997.24	     0
8997.24	     0
8997.24	4.13025
8997.24	     0
8997.24	     0
8997.24	     0
8997.24	     0
8997.24	     0
8997.24	4.13378
8997.24	     0
8997.47	     0
8997.47	     0
8997.47	     0
8997.47	     0
8997.47	0.192606
8997.47	     0
8997.62	     0
8997.62	     0
8997.62	     0
8997.62	     0
8997.62	1.49719
8997.62	     0
8997.62	     0
8997.62	     0
8997.62	     0
8997.62	     0
8997.62	1.50922
8997.62	     0
8997.65	     0
8997.65	     0
8997.65	     0
8997.66	     0
8997.66	0.0014063
8997.66	     0
8997.72	     0
8997.72	     0
8997.72	     0
8997.72	     0
8997.72	0.000287
8997.72	     0
8998.02	     0
8998.02	     0
8998.02	     0
8998.02	     0
8998.02	0.356942
8998.02	     0
8998.06	     0
8998.06	     0
8998.06	     0
8998.07	     0
8998.07	     0
8998.07	     0
8998.08	     0
8998.08	     0
8998.08	     0
8998.08	     0
8998.08	4.93861
8998.08	     0
8998.25	     0
8998.25	     0
8998.25	     0
8998.26	     0
8998.26	0.0002296
8998.26	     0
8998.38	     0
8998.38	     0
8998.38	     0
8998.38	     0
8998.38	1.07789
8998.38	     0
8998.38	     0
8998.38	     0
8998.38	     0
8998.38	     0
8998.38	1.09901
8998.38	     0
8998.39	     0
8998.39	     0
8998.39	     0
8998.39	     0
8998.39	1.74961
8998.39	     0
8998.59	     0
8998.59	     0
8998.59	     0
8998.59	     0
8998.59	2.15026
8998.59	     0
8998.59	     0
8998.59	     0
8998.59	     0
8998.59	     0
8998.59	2.16722
8998.59	     0
8998.6	     0
8998.6	     0
8998.6	     0
8998.6	     0
8998.6	0.0115948
8998.6	     0
8998.83	     0
8998.83	     0
8998.83	     0
8998.83	     0
8998.83	1.97732
8998.83	     0
8998.83	     0
8998.83	     0
8998.83	     0
8998.84	     0
8998.84	0.0412132
8998.84	     0
8998.98	     0
8998.98	     0
8998.98	     0
8998.98	     0
8998.98	0.0004592
8998.98	     0
8999.04	     0
8999.04	     0
8999.04	     0
8999.05	     0
8999.05	2.19988
8999.05	     0
8999.05	     0
8999.05	     0
8999.05	     0
8999.05	     0
8999.05	2.19236
8999.05	     0
8999.14	     0
8999.14	     0
8999.14	     0
8999.14	     0
8999.14	     0
8999.14	     0
8999.27	     0
8999.27	     0
8999.27	     0
8999.27	     0
8999.27	0.124644
8999.27	     0
8999.32	     0
8999.32	     0
8999.32	     0
8999.32	     0
8999.32	0.550122
8999.32	     0
8999.32	     0
8999.32	     0
8999.32	     0
8999.32	     0
8999.32	0.562233
8999.32	     0
8999.44	     0
8999.44	     0
8999.44	     0
8999.45	     0
8999.45	0.000287
8999.45	     0
8999.76	     0
8999.76	     0
8999.76	     0
8999.76	     0
8999.76	0.710956
8999.76	     0
8999.76	     0
8999.76	     0
8999.76	     0
8999.76	     0
8999.76	0.693306
8999.76	     0
8999.83	     0
8999.83	     0
8999.83	     0
8999.83	     0
8999.83	2.88455
8999.83	     0
9000.04	     0
9000.04	     0
9000.04	     0
9000.05	     0
9000.05	0.0001722
9000.05	     0
9000.08	     0
9000.08	     0
9000.08	     0
9000.08	     0
9000.08	0.187268
9000.08	     0
9000.08	     0
9000.08	     0
9000.08	     0
9000.08	     0
9000.08	0.190482
9000.08	     0
9000.23	     0
9000.23	     0
9000.23	     0
9000.23	     0
9000.23	2.87e-05
9000.23	     0
9000.63	     0
9000.63	     0
9000.63	     0
9000.63	     0
9000.63	     0
9000.63	     0
9000.63	     0
9000.63	3.0302
9000.63	     0
9000.63	     0
9000.63	3.06249
9000.63	     0
9000.8	     0
9000.8	     0
9000.8	     0
9000.8	     0
9000.8	2.87e-05
9000.8	     0
  9001	     0
  9001	     0
  9001	     0
  9001	     0
  9001	2.87e-05
  9001	     0
9001.1	     0
9001.1	     0
9001.1	     0
9001.1	     0
9001.1	1.42524
9001.1	     0
9001.1	     0
9001.1	     0
9001.1	     0
9001.1	     0
9001.1	1.39049
9001.1	     0
9001.38	     0
9001.38	     0
9001.38	     0
9001.38	     0
9001.38	0.0202909
9001.38	     0
9001.4	     0
9001.4	     0
9001.4	     0
9001.4	     0
9001.4	1.25597
9001.4	     0
9001.56	     0
9001.56	     0
9001.56	     0
9001.56	     0
9001.56	0.427974
9001.56	     0
9001.56	     0
9001.56	     0
9001.56	     0
9001.56	     0
9001.56	0.42631
9001.56	     0
9001.77	     0
9001.77	     0
9001.77	     0
9001.77	     0
9001.77	0.496338
9001.77	     0
9001.77	     0
9001.77	     0
9001.77	     0
9001.77	     0
9001.77	0.504919
9001.77	     0
9001.82	     0
9001.82	     0
9001.82	     0
9001.82	     0
9001.82	0.0001722
9001.82	     0
9002.06	     0
9002.06	     0
9002.06	     0
9002.06	     0
9002.06	0.0010906
9002.06	     0
9002.14	     0
9002.14	     0
9002.14	     0
9002.14	     0
9002.14	0.377061
9002.14	     0
9002.18	     0
9002.18	     0
9002.18	     0
9002.18	     0
9002.18	     0
9002.18	     0
9002.18	     0
9002.18	5.22145
9002.18	     0
9002.18	     0
9002.18	5.23597
9002.18	     0
9002.38	     0
9002.38	     0
9002.38	     0
9002.38	     0
9002.38	0.0002009
9002.38	     0
9002.53	     0
9002.53	     0
9002.53	     0
9002.53	     0
9002.53	1.68601
9002.53	     0
9002.7	     0
9002.7	     0
9002.7	     0
9002.7	     0
9002.7	0.0004592
9002.7	     0
9002.75	     0
9002.75	     0
9002.75	     0
9002.75	     0
9002.75	0.152828
9002.75	     0
9002.76	     0
9002.76	     0
9002.76	     0
9002.76	     0
9002.76	0.143644
9002.76	     0
9003.2	     0
9003.2	     0
9003.2	     0
9003.2	     0
9003.2	2.91764
9003.2	     0
9003.2	     0
9003.2	     0
9003.2	     0
9003.2	     0
9003.2	2.8582
9003.2	     0
9003.32	     0
9003.32	     0
9003.32	     0
9003.32	     0
9003.32	0.0001722
9003.32	     0
9003.38	     0
9003.38	     0
9003.38	     0
9003.38	     0
9003.38	0.0001722
9003.38	     0
9003.4	     0
9003.4	     0
9003.4	     0
9003.4	     0
9003.4	0.770193
9003.4	     0
9003.64	     0
9003.64	     0
9003.64	     0
9003.64	     0
9003.64	0.0018655
9003.64	     0
9003.65	     0
9003.65	     0
9003.65	     0
9003.65	     0
9003.65	0.0013776
9003.65	     0
9003.86	     0
9003.86	     0
9003.86	     0
9003.86	     0
9003.86	5.19613
9003.86	     0
9003.93	     0
9003.93	     0
9003.93	     0
9003.93	     0
9003.93	0.0001148
9003.93	     0
9004.09	     0
9004.09	     0
9004.09	     0
9004.09	     0
9004.09	1.21361
9004.09	     0
9004.09	     0
9004.09	     0
9004.09	     0
9004.09	     0
9004.09	0.0567686
9004.09	     0
